,Total voting-age population,Census tract,Voters in 2022,Voting-age residents who voted in 2022 (%),American Indian or Alaska Native (%),Asian (%),Black (%),Native Hawaiian or other Pacific Islander (%),White (%),Hispanic or Latino (%),Mixed race (%),Place,Below poverty level (%)
1342,3966,06013345112,2625,66.2,2.0,36.6,3.5,0.0,48.1,6.3,3.8,"San Ramon, Dougherty Valley, Contra Costa County",2.6
1343,3148,06013345113,2132,67.7,0.0,28.0,1.5,0.0,57.1,9.5,4.0,"Danville, Contra Costa County",6.5
1344,3403,06001441402,1569,46.1,0.6,57.7,2.1,0.0,23.5,7.7,8.5,"Fremont, Alameda County",3.1
1345,4003,06001441501,2077,51.9,0.6,78.7,7.3,0.5,9.6,2.3,1.0,"Union City, Alameda County",3.4
1346,3881,06001441521,1630,42.0,0.3,69.7,0.4,5.0,14.7,6.0,3.5,"Fremont, Alameda County",6.5
1347,3307,06001441522,1231,37.2,0.1,64.4,2.6,0.3,21.0,9.1,2.4,"Fremont, Alameda County",4.3
1348,3495,06001441601,1224,35.0,0.0,39.9,9.8,0.3,35.7,11.1,3.6,"Fremont, Alameda County",4.5
1349,4498,06001441602,1458,32.4,0.1,30.1,7.0,2.6,38.5,19.8,1.7,"Fremont, Alameda County",3.3
1350,3446,06001441800,1642,47.6,0.0,43.1,3.8,0.0,46.9,5.7,0.4,"Fremont, Centerville District, Alameda County",7.1
1351,1887,06001441921,652,34.6,2.9,37.4,0.6,0.0,29.1,27.6,2.1,"Fremont, Alameda County",2.8
1352,2093,06001441923,573,27.4,1.2,46.1,6.5,0.0,24.4,16.7,5.0,"Fremont, Centerville District, Alameda County",5.4
1353,3359,06001442100,1832,54.5,0.1,81.9,2.7,0.6,11.9,0.8,2.4,"Fremont, Alameda County",1.3
1354,3585,06001442400,1607,44.8,0.3,33.1,1.0,3.5,34.8,27.1,0.1,"Fremont, Irvington District, Alameda County",7.4
1355,2165,06001440337,832,38.4,0.0,73.2,6.5,0.9,8.8,8.5,2.1,"Union City, Decoto, Alameda County",3.3
1356,1958,06001440338,734,37.5,0.0,54.1,1.1,0.8,29.1,11.0,3.5,"Union City, Alameda County",17.1
1357,941,06001451103,670,71.2,0.0,0.0,2.7,0.0,87.1,9.7,0.0,Alameda County,0.0
1358,2230,06001432602,832,37.3,0.2,22.2,25.4,1.3,19.1,28.0,3.3,"San Leandro, Alameda County",3.0
1359,4666,06001451104,2225,47.7,0.3,21.2,0.1,0.3,61.0,14.9,2.5,Alameda County,3.8
1360,2267,06001441928,440,19.4,0.0,49.2,22.1,0.0,16.4,8.6,3.7,"Fremont, Alameda County",4.2
1361,1192,06001441929,356,29.9,0.8,43.6,2.2,0.0,31.9,17.3,4.6,"Fremont, Alameda County",6.5
1362,1878,06001441701,735,39.1,0.0,63.9,1.1,1.4,20.6,12.8,0.0,"Mattos, Fremont, Alameda County",19.3
1363,3459,06001444304,1292,37.4,0.0,42.6,1.3,3.0,18.4,32.9,1.7,"Newark, Alameda County",4.0
1364,528,06001441525,405,76.7,4.7,63.4,10.0,1.9,11.4,6.6,2.7,"Fremont, Warm Springs District, Alameda County",6.4
1365,2812,06001436301,973,34.6,0.0,32.2,20.1,0.1,12.7,32.8,2.3,"Hayward, Alameda County",9.6
1366,5018,06001450400,2219,44.2,0.7,23.2,4.0,0.0,49.1,19.9,3.2,"Dublin, Alameda County",5.0
1367,3019,06001441702,785,26.0,0.0,40.9,14.8,0.0,25.9,13.5,5.3,"Fremont, Centerville District, Alameda County",10.1
1368,2015,06001433801,503,25.0,0.5,24.8,19.2,0.5,14.7,37.3,3.5,"San Leandro, Alameda County",8.2
1369,2962,06001433802,867,29.3,1.7,53.3,14.9,0.0,10.8,16.9,2.5,"San Lorenzo, Alameda County",8.4
1370,2661,06001436302,622,23.4,0.0,22.5,14.8,0.4,21.4,38.9,1.9,"Hayward, Alameda County",6.1
1371,3050,06001436403,940,30.8,0.0,14.9,14.0,3.6,44.8,17.0,5.7,"Hayward, Alameda County",20.4
1372,2641,06001436404,1179,44.6,0.0,18.4,17.7,0.0,43.2,20.7,0.5,"Fairview, Alameda County",1.6
1373,2208,06001442502,868,39.3,0.0,39.4,3.2,0.2,29.4,27.5,0.5,"Fremont, Alameda County",0.3
1374,1841,06001442501,866,47.0,1.1,38.6,5.7,0.0,22.3,30.7,1.6,"Fremont, Irvington District, Alameda County",3.5
1375,3312,06001450609,1745,52.7,0.0,18.6,1.9,0.0,58.8,16.3,4.5,"Pleasanton, Alameda County",2.7
1376,2946,06001450608,1670,56.7,0.0,42.4,2.7,0.0,45.7,8.5,0.8,"Pleasanton, Alameda County",7.2
1377,3259,06001432601,939,28.8,0.5,23.6,20.8,1.2,28.8,21.8,3.4,"San Leandro, Alameda County",10.3
1378,2280,06001403401,1119,49.1,0.4,21.5,14.2,0.0,48.7,8.8,6.3,"Oakland, Eastlake, Alameda County",18.0
1379,937,06001403402,480,51.2,0.0,16.0,18.4,0.0,44.2,14.4,5.9,"Oakland, Downtown Oakland, Alameda County",0.0
1380,2277,06001403302,985,43.3,0.0,17.3,5.4,0.0,54.9,7.0,15.4,"Oakland, Downtown Oakland, Alameda County",1.4
1381,560,06001982100,27,4.8,0.0,30.4,11.6,0.0,30.4,24.1,4.5,"Berkeley, Alameda County",37.5
1382,1475,06001420302,993,67.3,1.7,24.4,12.9,0.0,46.4,8.1,6.3,"Albany, Alameda County",3.8
1383,2278,06001402801,663,29.1,0.4,21.1,36.7,0.0,32.0,5.5,4.2,"Oakland, Downtown Oakland, Alameda County",12.1
1384,1351,06001402802,303,22.4,0.0,17.0,45.1,0.0,23.3,3.1,11.1,"Oakland, Downtown Oakland, Alameda County",41.3
1385,632,06001420401,263,41.6,0.0,25.3,0.2,0.0,48.4,18.2,7.8,"Albany, Alameda County",42.6
1386,1538,06001403301,253,16.4,5.8,73.5,3.3,0.0,12.0,2.7,2.6,"Oakland, Downtown Oakland, Alameda County",25.6
1387,2163,06001422902,362,16.7,0.5,37.4,5.6,0.0,40.0,6.7,9.2,"Berkeley, Alameda County",51.6
1388,1256,06001422901,311,24.8,0.0,25.9,0.1,0.0,63.7,2.7,7.6,"Berkeley, Alameda County",40.5
1389,936,06001420402,222,23.7,0.0,25.1,3.3,0.0,41.7,27.2,2.4,"Albany, Alameda County",27.1
1390,1740,06001420301,928,53.3,0.0,32.2,3.7,0.0,50.3,6.3,7.2,"Albany, Alameda County",4.1
1391,1596,06047001603,402,25.2,0.0,23.8,4.7,3.5,9.0,58.2,0.2,"Merced, Merced County",23.1
1392,1777,06047000306,484,27.2,0.0,19.1,0.1,0.0,5.9,70.1,4.8,"Livingston, Merced County",25.7
1393,2396,06087122204,1532,63.9,0.0,1.5,0.0,0.0,70.3,25.8,2.5,"Forest Glen, Santa Cruz County",4.1
1394,2554,06087100802,1484,58.1,0.0,6.9,2.7,0.0,81.3,8.5,0.5,"Santa Cruz, Seabright, Santa Cruz County",13.3
1395,2057,06087121501,1319,64.1,0.2,1.5,3.4,0.0,83.2,10.7,0.9,"Twin Lakes, Santa Cruz County",14.3
1396,3580,06087122402,2151,60.1,0.0,2.3,0.0,0.4,73.5,21.3,2.2,"Aptos Hills-Larkin Valley, Santa Cruz County",6.9
1397,1802,06087121502,753,41.8,0.0,6.9,3.9,0.0,76.6,11.4,1.4,"Twin Lakes, Santa Cruz County",18.7
1398,3230,06087122005,1893,58.6,0.0,0.9,0.8,0.0,72.0,21.0,5.0,"Soquel, Santa Cruz County",6.8
1399,1510,06087121801,1078,71.4,0.0,10.3,0.0,0.0,80.1,7.0,2.9,"Capitola, Santa Cruz County",11.0
1400,2531,06087110402,930,36.7,0.0,14.6,0.0,0.0,13.2,72.4,0.0,"Watsonville, Santa Cruz County",9.8
1401,1279,06087110504,441,34.5,0.8,5.9,0.0,0.0,19.2,71.4,2.3,"Watsonville, Santa Cruz County",3.7
1402,1838,06087110602,488,26.6,0.0,6.0,8.8,0.0,21.8,62.0,1.3,"Watsonville, Santa Cruz County",2.7
1403,2574,06087122004,1537,59.7,0.0,2.3,0.8,0.0,82.2,8.4,6.4,"Seacliff, Santa Cruz County",1.8
1404,2751,06087101001,1301,47.3,0.0,8.0,0.0,0.7,59.6,23.5,7.8,"Santa Cruz, Downtown, Santa Cruz County",28.4
1405,1578,06087110101,858,54.4,0.0,4.1,0.0,0.0,34.7,58.9,1.9,"Watsonville, Santa Cruz County",11.3
1406,2387,06075020602,1234,51.7,0.0,11.3,5.0,1.3,71.0,9.7,1.8,"San Francisco, Mission District",6.6
1407,4047,06081603700,2085,51.5,0.0,33.6,1.5,1.1,44.0,18.5,1.2,"San Bruno, San Mateo County",7.5
1408,2566,06081612600,1783,69.5,0.0,11.9,0.4,0.2,78.7,6.3,2.3,"Menlo Park, San Mateo County",4.5
1409,1463,06081612700,1240,84.8,0.0,10.9,0.1,0.0,83.4,3.1,1.6,"Menlo Park, San Mateo County",3.3
1410,2096,06081612800,1730,82.5,0.2,10.0,0.3,0.2,70.9,7.9,10.1,"Menlo Park, San Mateo County",6.7
1411,2553,06095252107,1624,63.6,0.0,16.3,7.1,0.4,58.4,9.6,8.0,"Benicia, Solano County",9.7
1412,2241,06095252108,1479,66.0,0.4,5.6,3.6,0.0,74.1,11.6,4.6,"Benicia, Solano County",1.5
1413,2253,06095252306,1332,59.1,0.0,6.9,19.8,0.0,45.8,25.1,2.7,"Fairfield, Solano County",9.2
1414,2823,06095252401,689,24.4,0.0,8.9,19.6,0.0,32.3,36.8,2.8,"Fairfield, Solano County",15.9
1415,2785,06095252402,892,32.0,0.9,12.2,13.8,0.0,30.8,32.3,9.8,Solano County,10.7
1416,1683,06095252501,427,25.4,0.0,4.4,18.4,0.0,41.7,31.3,4.6,"Fairfield, Solano County",19.6
1417,2119,06099000602,761,35.9,0.0,2.8,4.1,4.0,48.7,38.1,2.1,"Modesto, Stanislaus County",6.0
1418,4090,06099000805,1297,31.7,3.3,4.4,1.0,3.4,48.2,37.4,2.3,"Modesto, Stanislaus County",21.6
1419,2965,06099000806,1120,37.8,0.0,3.7,13.2,0.0,49.5,28.2,5.2,"Modesto, Stanislaus County",9.3
1420,2872,06099000807,863,30.0,0.3,11.8,3.2,0.0,43.6,36.3,5.0,"Modesto, Stanislaus County",7.6
1421,5380,06099000801,2400,44.6,1.0,3.6,5.7,0.0,62.0,26.2,1.7,"Standiford, Modesto, Stanislaus County",14.6
1422,2730,06099000803,776,28.4,0.7,9.0,4.5,4.9,40.4,35.1,5.3,"Modesto, Stanislaus County",11.6
1423,4902,06099000905,2096,42.8,0.2,2.6,10.9,0.0,67.7,15.7,2.9,"Modesto, Stanislaus County",12.2
1424,5399,06099000906,2045,37.9,0.5,5.6,5.1,0.0,71.8,16.1,0.9,"Modesto, Stanislaus County",11.2
1425,3032,06099000909,1196,39.4,0.0,7.4,1.8,2.6,57.3,28.2,2.6,"Modesto, Stanislaus County",15.3
1426,3205,06099003201,1020,31.8,0.8,0.4,1.8,1.5,24.2,70.2,1.1,"Patterson, Stanislaus County",15.5
1427,2366,06081604000,1395,59.0,0.0,24.1,0.0,0.0,54.3,18.6,2.9,"San Bruno, San Mateo County",2.5
1428,2128,06081604102,853,40.1,0.0,43.5,1.2,2.1,31.3,17.6,4.0,"San Bruno, San Mateo County",8.5
1429,3138,06095252605,715,22.8,0.6,10.4,25.8,4.6,25.3,30.9,2.5,"Fairfield, Solano County",20.1
1430,3588,06095252606,740,20.6,0.0,10.6,23.6,0.0,23.6,39.2,2.8,"Fairfield, Solano County",20.2
1431,1768,06095252607,421,23.8,0.0,8.8,16.3,0.0,37.7,31.6,5.9,"Fairfield, Solano County",25.7
1432,2666,06095252608,607,22.8,0.4,9.4,27.2,4.3,20.7,35.8,2.5,"Fairfield, Solano County",8.1
1433,3148,06095252703,949,30.1,1.9,17.9,25.1,1.7,20.0,30.3,2.9,"Suisun City, Solano County",6.2
1434,3485,06095252704,1004,28.8,7.9,13.7,21.8,0.1,32.3,21.1,3.6,"Suisun City, Solano County",6.5
1435,4581,06095252705,1638,35.8,0.0,15.7,15.5,0.4,29.2,35.1,4.2,"Suisun City, Solano County",8.8
1436,2846,06095252706,1085,38.1,0.0,26.5,19.2,1.5,22.6,22.4,7.9,"Fairfield, Solano County",1.2
1437,3442,06095252707,1236,35.9,0.4,9.9,17.5,2.1,39.2,24.8,6.2,"Suisun City, Solano County",8.4
1438,2766,06099003700,969,35.0,0.0,0.7,0.4,1.6,42.3,52.7,2.3,Stanislaus County,8.4
1439,2898,06099003802,638,22.0,1.0,0.8,0.4,0.1,24.0,72.4,0.8,"Turlock, Stanislaus County",26.8
1440,3318,06097150205,1843,55.5,0.0,3.8,0.0,0.0,79.2,15.2,1.8,"Sonoma, Sonoma County",4.7
1441,1086,06097150206,777,71.5,0.0,0.4,0.0,0.0,70.0,27.7,1.8,"Sonoma, Sonoma County",12.8
1442,1098,06097150502,706,64.3,0.0,3.6,7.7,0.0,75.9,8.7,4.0,Sonoma County,19.5
1443,918,06097151505,884,96.3,0.0,0.0,0.0,0.0,95.1,0.0,4.4,Sonoma County,8.7
1444,671,06097154307,568,84.6,0.0,4.5,0.0,0.0,89.4,1.6,4.5,Sonoma County,16.3
1445,1963,06077003119,1224,62.4,0.0,36.9,8.9,0.0,35.9,17.6,0.6,"Stockton, San Joaquin County",1.8
1446,1643,06077003116,175,10.7,0.0,21.9,14.5,4.8,25.3,18.7,13.6,"Stockton, San Joaquin County",38.6
1447,2304,06077003118,888,38.5,0.0,28.5,7.2,0.0,45.7,17.2,1.8,"Stockton, San Joaquin County",4.1
1448,2169,06077003117,1652,76.2,0.0,19.6,2.6,0.0,58.1,17.6,1.8,"Stockton, San Joaquin County",0.2
1449,2914,06077003115,563,19.3,1.9,6.0,16.7,0.0,39.1,31.8,4.6,"Stockton, San Joaquin County",11.0
1450,2177,06077004310,1262,58.0,0.0,4.1,0.5,0.0,79.6,14.1,1.8,"Lodi, San Joaquin County",6.5
1451,1606,06077004309,1042,64.9,0.2,1.9,2.2,1.6,67.6,23.3,3.1,"Lodi, San Joaquin County",6.6
1452,2261,06077004205,1164,51.5,0.0,3.6,0.2,0.0,78.2,16.7,2.0,"Lodi, San Joaquin County",11.3
1453,3567,06077005223,2076,58.2,0.0,58.9,6.9,0.0,14.5,18.2,1.5,"Mountain House, San Joaquin County",7.3
1454,3161,06077005222,926,29.3,0.0,15.3,0.1,0.0,59.2,23.3,2.4,"Mountain House, San Joaquin County",0.0
1455,2362,06077005312,788,33.4,0.0,12.3,6.5,0.6,37.3,40.7,2.1,"Tracy, San Joaquin County",9.2
1456,2074,06077003805,586,28.3,0.0,21.0,27.3,0.0,10.9,40.0,1.1,"Stockton, San Joaquin County",19.1
1457,3572,06077003804,1127,31.6,0.0,16.7,18.6,0.0,17.7,40.6,6.1,"Stockton, San Joaquin County",4.6
1458,3587,06077003808,798,22.2,0.0,33.5,13.3,0.0,26.8,25.6,0.6,"Stockton, San Joaquin County",7.0
1459,2381,06077005139,1217,51.1,0.0,6.3,9.0,0.0,53.1,29.8,1.6,"Manteca, San Joaquin County",6.8
1460,2420,06077005136,906,37.4,4.3,12.0,0.2,0.0,42.6,36.0,4.8,"Manteca, San Joaquin County",22.1
1461,5511,06077003503,1472,26.7,0.0,54.2,5.1,0.0,13.9,25.7,1.1,"Stockton, San Joaquin County",4.6
1462,1999,06077004107,1313,65.7,0.5,3.0,1.3,1.3,56.7,35.8,1.5,San Joaquin County,3.8
1463,4905,06077005137,2046,41.7,0.0,22.8,4.4,0.0,33.9,31.2,7.5,"Manteca, San Joaquin County",2.7
1464,1574,06077005311,429,27.3,0.0,11.2,7.2,0.0,34.8,43.3,3.5,"Tracy, San Joaquin County",24.4
1465,1344,06077000102,253,18.8,0.1,2.6,29.6,3.0,19.8,37.4,7.5,"Stockton, San Joaquin County",44.1
1466,2262,06077004206,1117,49.4,0.0,4.3,0.1,0.0,81.2,14.0,0.7,"Lodi, San Joaquin County",13.0
1467,7156,06077003219,2873,40.1,0.3,42.6,9.1,0.0,25.3,19.5,3.1,"Stockton, San Joaquin County",3.3
1468,916,06077000802,124,13.5,0.0,21.3,0.7,9.3,8.5,60.7,0.1,"Stockton, San Joaquin County",19.5
1469,4347,06077004004,1824,42.0,0.5,30.8,9.2,0.0,28.4,24.2,6.9,"Stockton, San Joaquin County",1.9
1470,3522,06081604400,1305,37.1,0.0,38.3,0.5,5.1,35.1,19.2,1.5,"Millbrae, San Mateo County",7.3
1471,3997,06081604800,1644,41.1,0.0,39.9,0.1,0.0,49.1,6.9,4.1,"Millbrae, San Mateo County",8.3
1472,1816,06081605100,1145,63.1,0.0,19.0,8.1,0.0,57.6,13.9,1.3,"Burlingame, San Mateo County",5.1
1473,3247,06077004904,1699,52.3,0.0,0.0,1.0,0.0,78.0,16.3,4.7,"Escalon, San Joaquin County",12.6
1474,2057,06077004903,1038,50.5,0.0,0.0,0.0,1.5,66.7,16.5,15.6,"Escalon, San Joaquin County",8.7
1475,2756,06077005140,848,30.8,0.0,2.5,0.1,0.0,47.5,47.7,2.5,"Manteca, San Joaquin County",9.8
1476,2143,06077005138,717,33.5,0.0,11.2,2.9,0.0,56.1,28.3,1.6,"Manteca, San Joaquin County",3.8
1477,1711,06077004906,942,55.1,0.2,0.2,0.1,0.0,75.6,23.8,0.0,"Manteca, San Joaquin County",14.3
1478,1786,06077004905,1174,65.7,0.0,3.9,0.0,0.0,89.6,5.7,0.8,San Joaquin County,6.2
1479,2644,06077001501,677,25.6,0.0,45.6,7.6,0.0,11.5,35.1,0.1,"El Pinal, Stockton, San Joaquin County",10.4
1480,1753,06077001502,469,26.8,0.1,6.8,2.8,0.0,27.2,62.0,0.5,"August, Stockton, San Joaquin County",22.2
1481,2200,06077005141,926,42.1,0.0,10.5,1.8,0.0,67.2,18.6,1.9,"Manteca, San Joaquin County",6.1
1482,1335,06077005503,545,40.8,1.5,11.2,0.0,0.0,63.9,15.0,8.6,San Joaquin County,16.2
1483,3556,06077005219,1581,44.5,1.0,21.5,5.0,2.8,36.3,27.8,5.4,"Tracy, San Joaquin County",4.4
1484,2182,06077005217,1083,49.6,0.0,17.9,6.3,0.0,45.5,27.8,2.5,"Tracy, San Joaquin County",9.2
1485,5009,06077005214,2535,50.6,0.2,25.7,6.3,0.7,34.4,31.3,1.4,San Joaquin County,3.7
1486,3616,06077005216,1547,42.8,0.0,27.7,7.6,0.0,31.3,32.0,1.4,"Tracy, San Joaquin County",4.7
1487,2922,06077005215,1534,52.5,0.1,15.8,6.3,0.0,50.4,15.3,11.4,"Tracy, San Joaquin County",4.8
1488,1363,06077005220,676,49.6,0.0,20.2,3.7,0.0,30.1,42.0,4.0,"Tracy, San Joaquin County",5.8
1489,1827,06077005309,744,40.7,0.0,0.0,1.5,0.0,50.2,44.1,3.8,"Tracy, San Joaquin County",8.4
1490,2897,06077005211,1198,41.4,0.0,38.9,10.4,3.1,22.4,19.8,5.7,"Tracy, San Joaquin County",19.7
1491,2240,06077005213,1228,54.8,0.0,25.0,3.6,0.0,29.4,32.6,9.1,San Joaquin County,1.0
1492,3740,06077005224,1278,34.2,0.0,26.0,6.8,0.0,32.8,34.3,0.1,"Tracy, San Joaquin County",11.0
1493,2395,06077005310,709,29.6,0.0,6.7,3.7,0.0,40.0,43.5,6.0,"Tracy, San Joaquin County",4.3
1494,4956,06077005212,1931,39.0,0.0,31.9,4.3,1.0,22.7,33.7,6.4,"Tracy, San Joaquin County",0.6
1495,5274,06077004108,1913,36.3,0.0,44.9,10.8,0.0,18.1,25.5,0.6,San Joaquin County,6.3
1496,5405,06077003504,1263,23.4,0.5,42.9,23.4,2.8,12.8,15.7,1.9,"Stockton, San Joaquin County",2.0
1497,548,06077000101,89,16.2,0.2,21.0,3.6,1.8,21.7,46.9,3.5,"Stockton, San Joaquin County",39.0
1498,2258,06077003806,585,25.9,4.9,27.0,24.3,0.0,5.6,34.6,3.4,"Stockton, San Joaquin County",13.8
1499,2268,06077003502,968,42.7,0.0,0.0,0.4,0.9,66.8,30.6,1.5,"Morada, San Joaquin County",18.2
1500,6168,06077005221,2167,35.1,0.0,33.9,12.7,0.0,31.9,10.2,11.4,"Mountain House, San Joaquin County",1.7
1501,1640,06077003501,1099,67.0,0.0,10.7,1.3,1.2,69.9,13.8,3.0,San Joaquin County,4.4
1502,17,06077980000,0,0.0,0.0,0.0,35.3,0.0,29.4,29.4,0.0,"San Joaquin River Club, Manteca, San Joaquin County",
1503,2264,06077005225,638,28.2,0.0,10.9,0.7,0.0,30.4,44.4,13.9,"Tracy, San Joaquin County",1.5
1504,2397,06077003218,706,29.5,0.0,22.9,11.1,0.2,18.3,40.1,7.1,"Stockton, San Joaquin County",10.6
1505,3657,06077004003,1577,43.1,0.0,24.0,14.2,0.0,34.2,23.3,4.3,"Stockton, San Joaquin County",3.2
1506,1514,06077003807,353,23.3,0.0,28.7,38.7,0.0,6.6,24.2,2.4,"Stockton, San Joaquin County",13.8
1507,2558,06077005218,915,35.8,0.0,26.8,11.4,2.0,23.7,31.0,5.2,"Tracy, San Joaquin County",7.9
1508,3126,06077000803,770,24.6,0.7,25.4,9.5,0.0,7.2,52.5,4.9,"Stockton, San Joaquin County",11.9
1509,2663,06081605200,1726,64.8,0.0,21.0,0.2,0.0,67.8,7.9,3.4,"Burlingame, San Mateo County",2.2
1510,2366,06095252610,828,35.0,0.0,14.0,20.3,0.0,38.5,24.5,3.2,"Tolenas, Fairfield, Solano County",5.8
1511,2539,06095252908,921,36.3,0.2,7.7,10.8,0.4,55.8,21.3,3.9,"Vacaville, Solano County",3.1
1512,3856,06095252909,1811,47.0,0.0,12.3,8.9,1.0,57.6,13.0,7.1,"Vacaville, Solano County",7.2
1513,1520,06095252801,55,3.6,0.3,5.3,13.1,1.0,59.5,16.2,5.1,"Fairfield, Solano County",0.8
1514,2696,06099002200,532,19.7,0.0,4.8,7.9,0.0,18.0,69.5,0.1,"Modesto, Stanislaus County",29.8
1515,3014,06081605300,2060,68.3,0.0,22.2,0.6,0.0,59.1,11.0,7.1,"Burlingame, San Mateo County",8.3
1516,4713,06081605400,2304,48.9,0.0,18.0,0.0,0.0,65.4,13.3,3.4,"Burlingame, San Mateo County",2.8
1517,1917,06081605800,1349,70.4,0.0,9.1,0.0,0.0,81.4,6.6,3.1,"San Mateo Park, San Mateo, San Mateo County",6.1
1518,3861,06095253101,1847,47.8,1.2,3.8,0.8,0.0,72.7,17.0,4.7,"Vacaville, Solano County",5.1
1519,5134,06095253105,1121,21.8,1.1,5.1,17.7,0.0,44.5,18.3,13.2,"Vacaville, Solano County",6.0
1520,2651,06095253106,821,31.0,0.0,2.6,11.1,0.0,67.8,15.5,2.9,"Vacaville, Solano County",10.0
1521,4214,06095253107,1511,35.9,0.5,5.2,5.3,3.2,51.2,24.3,10.8,"Vacaville, Solano County",19.3
1522,3953,06095253201,2417,61.1,1.8,2.5,2.0,0.0,74.6,12.5,6.7,"Vacaville, Solano County",4.0
1523,4601,06099000910,1180,25.6,4.1,1.2,8.3,0.4,45.0,35.6,5.3,"Modesto, Stanislaus County",21.8
1524,4900,06099001001,1984,40.5,1.0,3.3,2.9,0.2,56.7,33.8,2.2,"Modesto, Stanislaus County",17.3
1525,3701,06099000911,1399,37.8,0.0,7.7,2.6,0.0,53.0,33.0,3.5,"Modesto, Stanislaus County",9.7
1526,3109,06085503111,987,31.7,1.8,46.8,1.1,0.0,6.8,43.0,0.8,"San Jose, Santa Clara County",5.2
1527,2285,06085503112,729,31.9,0.0,21.7,9.7,0.0,18.1,48.1,2.5,"San Jose, Santa Clara County",16.3
1528,4375,06085506302,2098,48.0,0.0,24.8,5.5,0.0,55.5,11.0,3.1,"San Jose, Santa Clara County",3.1
1529,3309,06085511200,2323,70.2,0.0,13.3,0.9,1.4,77.6,3.5,3.2,"Palo Alto, Santa Clara County",1.0
1530,3963,06085509801,2287,57.7,0.0,31.4,3.0,0.0,51.4,11.1,2.9,"Mountain View, Santa Clara County",1.4
1531,3248,06085512401,1579,48.6,0.0,1.4,7.7,1.2,63.4,22.5,3.7,Santa Clara County,7.8
1532,4078,06085511911,2172,53.3,0.0,22.9,2.6,0.0,61.9,8.7,4.0,"San Jose, Santa Clara County",4.5
1533,4259,06085506801,2690,63.2,0.0,11.6,0.9,0.0,78.8,7.3,1.3,"Los Gatos, Santa Clara County",3.0
1534,4095,06085507600,2820,68.9,0.0,51.6,0.0,0.0,44.3,2.3,2.0,"Saratoga, Santa Clara County",5.9
1535,4535,06085505202,1595,35.2,0.0,29.9,1.9,4.3,37.5,20.2,6.2,"Santa Clara, Santa Clara County",10.6
1536,3244,06085512035,1561,48.1,0.0,31.1,5.6,0.0,31.9,26.2,5.1,"San Jose, Santa Clara County",4.8
1537,3065,06085511913,2089,68.2,0.9,13.1,0.7,0.0,67.8,10.3,7.3,"San Jose, Santa Clara County",0.8
1538,4213,06085502500,3086,73.2,0.0,10.9,1.7,0.0,64.8,17.3,5.1,"San Jose, Willow Glen, Santa Clara County",4.4
1539,3194,06085506502,1863,58.3,0.0,7.9,6.1,0.0,62.5,19.6,3.9,"Campbell, Santa Clara County",5.4
1540,1937,06085507206,1491,77.0,0.0,18.8,1.6,0.0,73.8,5.0,0.7,"Monte Sereno, Santa Clara County",0.8
1541,3488,06085504308,1690,48.5,0.0,46.3,0.7,0.0,30.6,17.3,4.9,"San Jose, Santa Clara County",10.7
1542,2983,06085504202,1888,63.3,1.3,27.5,5.4,0.0,39.7,23.5,2.4,"San Jose, Santa Clara County",6.2
1543,4329,06085504201,1972,45.6,0.1,24.9,3.4,0.5,36.2,27.1,7.6,"East Foothills, San Jose, Santa Clara County",2.5
1544,2296,06085503113,743,32.4,0.0,11.5,1.8,0.0,27.7,58.5,0.7,"San Jose, Santa Clara County",10.1
1545,3079,06085510500,2498,81.1,0.0,34.3,0.3,0.0,59.5,2.8,2.9,"Los Altos, Santa Clara County",2.8
1546,2917,06085512031,1667,57.1,0.1,19.7,0.0,0.0,54.6,22.1,3.6,"San Jose, Santa Clara County",2.5
1547,5973,06085502902,3450,57.8,0.0,16.3,1.0,0.0,62.9,17.7,1.9,"San Jose, Santa Clara County",3.1
1548,2218,06085502601,1499,67.6,0.0,9.0,1.1,0.2,63.7,25.1,0.9,"San Jose, Dry Creek, Santa Clara County",2.8
1549,2657,06085503803,1177,44.3,0.0,63.8,3.5,2.8,14.5,13.9,1.4,"San Jose, Berryessa, Santa Clara County",4.9
1550,3038,06085512052,1177,38.7,0.5,18.1,5.1,0.0,48.8,22.2,5.0,"Alamitos, San Jose, Santa Clara County",5.0
1551,3282,06097153602,1845,56.2,0.0,2.3,0.3,0.0,83.9,12.1,1.4,"Sebastopol, Sonoma County",11.4
1552,2706,06097151701,1243,45.9,1.7,2.2,0.0,0.0,72.1,21.5,2.4,"Santa Rosa, Sonoma County",5.2
1553,1378,06097153707,838,60.8,0.0,1.8,0.3,0.0,85.0,4.8,8.3,"Hale Place, Sonoma County",4.8
1554,2595,06097153201,1021,39.3,0.0,11.0,0.5,0.6,44.8,42.6,0.8,"South Santa Rosa, Santa Rosa, Sonoma County",6.7
1555,3485,06085506802,2052,58.9,0.3,28.7,2.2,0.0,50.4,14.0,4.4,"San Jose, Santa Clara County",3.0
1556,3340,06085500800,1101,33.0,1.6,9.5,13.1,0.1,45.4,25.2,5.3,"San Jose, Santa Clara County",11.7
1557,2501,06085502302,1070,42.8,0.0,5.6,3.0,0.0,52.7,36.7,1.8,"San Jose, Willow Glen, Santa Clara County",2.6
1558,3021,06085501102,1306,43.2,0.5,8.6,0.0,0.0,26.3,62.0,2.6,"San Jose, Luna Park, Santa Clara County",4.9
1559,2583,06085502703,1509,58.4,0.0,31.6,4.9,1.9,46.1,13.9,1.5,"Campbell, Santa Clara County",2.5
